    0.000000    6.944214e-03    4.013939e-02
    0.031250    7.001294e-03    4.040720e-02
    0.062500    7.059223e-03    4.067775e-02
    0.093750    7.118017e-03    4.095108e-02
    0.125000    7.177694e-03    4.122724e-02
    0.156250    7.238271e-03    4.150626e-02
    0.187500    7.299766e-03    4.178818e-02
    0.218750    7.362197e-03    4.207305e-02
    0.250000    7.425583e-03    4.236091e-02
    0.281250    7.489944e-03    4.265179e-02
    0.312500    7.555300e-03    4.294575e-02
    0.343750    7.621670e-03    4.324283e-02
    0.375000    7.689076e-03    4.354306e-02
    0.406250    7.757538e-03    4.384651e-02
    0.437500    7.827079e-03    4.415322e-02
    0.468750    7.897722e-03    4.446322e-02
    0.500000    7.969490e-03    4.477658e-02
    0.531250    8.042406e-03    4.509335e-02
    0.562500    8.116495e-03    4.541356e-02
    0.593750    8.191782e-03    4.573728e-02
    0.625000    8.268293e-03    4.606456e-02
    0.656250    8.346054e-03    4.639546e-02
    0.687500    8.425093e-03    4.673001e-02
    0.718750    8.505439e-03    4.706829e-02
    0.750000    8.587119e-03    4.741035e-02
    0.781250    8.670164e-03    4.775625e-02
    0.812500    8.754605e-03    4.810604e-02
    0.843750    8.840472e-03    4.845978e-02
    0.875000    8.927799e-03    4.881755e-02
    0.906250    9.016620e-03    4.917940e-02
    0.937500    9.106967e-03    4.954539e-02
    0.968750    9.198878e-03    4.991559e-02
    1.000000    9.292389e-03    5.029006e-02
    1.031250    9.387537e-03    5.066888e-02
    1.062500    9.484361e-03    5.105211e-02
    1.093750    9.582901e-03    5.143983e-02
    1.125000    9.683199e-03    5.183210e-02
    1.156250    9.785298e-03    5.222899e-02
    1.187500    9.889240e-03    5.263059e-02
    1.218750    9.995071e-03    5.303696e-02
    1.250000    1.010284e-02    5.344819e-02
    1.281250    1.021259e-02    5.386435e-02
    1.312500    1.032437e-02    5.428553e-02
    1.343750    1.043824e-02    5.471180e-02
    1.375000    1.055425e-02    5.514325e-02
    1.406250    1.067244e-02    5.557997e-02
    1.437500    1.079289e-02    5.602204e-02
    1.468750    1.091564e-02    5.646954e-02
    1.500000    1.104076e-02    5.692258e-02
    1.531250    1.116830e-02    5.738124e-02
    1.562500    1.129834e-02    5.784561e-02
    1.593750    1.143093e-02    5.831580e-02
    1.625000    1.156614e-02    5.879189e-02
    1.656250    1.170405e-02    5.927399e-02
    1.687500    1.184473e-02    5.976220e-02
    1.718750    1.198825e-02    6.025662e-02
    1.750000    1.213468e-02    6.075735e-02
    1.781250    1.228412e-02    6.126451e-02
    1.812500    1.243664e-02    6.177821e-02
    1.843750    1.259232e-02    6.229855e-02
    1.875000    1.275126e-02    6.282564e-02
    1.906250    1.291355e-02    6.335961e-02
    1.937500    1.307927e-02    6.390057e-02
    1.968750    1.324853e-02    6.444865e-02
    2.000000    1.342143e-02    6.500395e-02
    2.031250    1.359808e-02    6.556662e-02
    2.062500    1.377857e-02    6.613677e-02
    2.093750    1.396303e-02    6.671454e-02
    2.125000    1.415156e-02    6.730005e-02
    2.156250    1.434430e-02    6.789344e-02
    2.187500    1.454135e-02    6.849485e-02
    2.218750    1.474285e-02    6.910441e-02
    2.250000    1.494894e-02    6.972227e-02
    2.281250    1.515974e-02    7.034857e-02
    2.312500    1.537541e-02    7.098345e-02
    2.343750    1.559608e-02    7.162707e-02
    2.375000    1.582192e-02    7.227958e-02
    2.406250    1.605308e-02    7.294113e-02
    2.437500    1.628972e-02    7.361187e-02
    2.468750    1.653202e-02    7.429196e-02
    2.500000    1.678015e-02    7.498157e-02
    2.531250    1.703429e-02    7.568086e-02
    2.562500    1.729463e-02    7.638999e-02
    2.593750    1.756137e-02    7.710914e-02
    2.625000    1.783470e-02    7.783846e-02
    2.656250    1.811485e-02    7.857814e-02
    2.687500    1.840202e-02    7.932835e-02
    2.718750    1.869645e-02    8.008926e-02
    2.750000    1.899836e-02    8.086106e-02
    2.781250    1.930801e-02    8.164392e-02
