Source Location (kilometers) : (0, 0, 0).
Receiver Location (kilometers) : (350, 0, 0).
theta = 18.0303, phi = 90,  c0(zground) = 0.340322 km/s
# x [km]	y [km]	z [km]	Geo. Atten. [dB]	Atmo. Atten. [dB]	Travel Time [s]	  rho  	   c [km/s]  	   u [km/s]  	   v [km/s]  	   w [km/s]  	Slowness_x [s/km]	Slowness_y [s/km]	Slowness_z [s/km]	Jacobian [km^2/rad^2]
183.659	-4.63717e-17	115.266	-122.913	-0.530541	742.387	4.14378e-11	0.354083	-2.33177e-06	2.85559e-22	0	2.7941	-1.54717e-17	-0.41133	-414.435
184.893	-5.32073e-17	115.07	-114.125	-0.547657	745.923	4.25647e-11	0.352903	-2.50157e-06	3.06354e-22	0	2.7941	-1.54717e-17	-0.471845	56.092
186.124	-6.00184e-17	114.849	-123.77	-0.564349	749.472	4.3888e-11	0.351563	-2.70824e-06	3.31664e-22	0	2.7941	-1.54717e-17	-0.532893	530.969
187.349	-6.6802e-17	114.602	-126.432	-0.580572	753.035	4.5427e-11	0.350063	-2.95837e-06	3.62296e-22	0	2.7941	-1.54717e-17	-0.594551	1010.01
188.569	-7.35549e-17	114.329	-127.983	-0.596287	756.614	4.72049e-11	0.348402	-3.2602e-06	3.99259e-22	0	2.7941	-1.54717e-17	-0.656874	1492.98
189.782	-8.0274e-17	114.03	-129.047	-0.611455	760.211	4.92493e-11	0.34658	-3.62401e-06	4.43813e-22	0	2.7941	-1.54717e-17	-0.71996	1979.69
190.989	-8.69561e-17	113.705	-129.831	-0.626044	763.828	5.15932e-11	0.344597	-4.06265e-06	4.97532e-22	0	2.7941	-1.54717e-17	-0.783859	2469.85
192.189	-9.35981e-17	113.355	-130.428	-0.640024	767.467	5.42758e-11	0.342454	-4.59218e-06	5.6238e-22	0	2.7941	-1.54717e-17	-0.848641	2963.15
193.381	-1.00197e-16	112.979	-130.891	-0.653371	771.129	5.73437e-11	0.340152	-5.23265e-06	6.40815e-22	0	2.7941	-1.54717e-17	-0.914356	3459.2
194.565	-1.06749e-16	112.577	-131.249	-0.666064	774.817	6.08522e-11	0.337691	-6.0092e-06	7.35915e-22	0	2.7941	-1.54717e-17	-0.981075	3957.66
195.74	-1.13252e-16	112.15	-131.523	-0.678086	778.533	6.48674e-11	0.335074	-6.95333e-06	8.51537e-22	0	2.7941	-1.54717e-17	-1.04886	4458.08
196.905	-1.19702e-16	111.699	-131.725	-0.689428	782.279	6.94682e-11	0.332302	-8.10458e-06	9.92525e-22	0	2.7941	-1.54717e-17	-1.11775	4959.95
198.061	-1.26097e-16	111.222	-131.864	-0.700082	786.057	7.4749e-11	0.32938	-9.5127e-06	1.16497e-21	0	2.7941	-1.54717e-17	-1.18779	5462.75
199.206	-1.32432e-16	110.721	-131.948	-0.710047	789.87	8.08229e-11	0.326311	-1.12403e-05	1.37653e-21	0	2.7941	-1.54717e-17	-1.25901	5965.83
200.34	-1.38707e-16	110.195	-131.981	-0.719326	793.72	8.78256e-11	0.323101	-1.33661e-05	1.63687e-21	0	2.7941	-1.54717e-17	-1.33146	6468.59
201.463	-1.44916e-16	109.645	-131.968	-0.727927	797.609	9.59208e-11	0.319758	-1.59895e-05	1.95815e-21	0	2.7941	-1.54717e-17	-1.4051	6970.23
202.573	-1.51058e-16	109.072	-131.91	-0.735862	801.539	1.05306e-10	0.316289	-1.92355e-05	2.35568e-21	0	2.7941	-1.54717e-17	-1.47994	7469.91
203.672	-1.5713e-16	108.475	-131.811	-0.743147	805.514	1.1622e-10	0.312705	-2.32619e-05	2.84876e-21	0	2.7941	-1.54717e-17	-1.55594	7966.81
204.757	-1.6313e-16	107.856	-131.672	-0.749803	809.535	1.28951e-10	0.309017	-2.82669e-05	3.46169e-21	0	2.7941	-1.54717e-17	-1.63303	8459.98
205.83	-1.69054e-16	107.214	-131.494	-0.755853	813.606	1.4385e-10	0.305242	-3.44997e-05	4.22499e-21	0	2.7941	-1.54717e-17	-1.7111	8948.31
206.889	-1.74901e-16	106.55	-131.279	-0.761324	817.727	1.61344e-10	0.301395	-4.22729e-05	5.17692e-21	0	2.7941	-1.54717e-17	-1.79	9430.72
207.935	-1.80668e-16	105.865	-131.027	-0.766247	821.902	1.81949e-10	0.297496	-5.19774e-05	6.3654e-21	0	2.7941	-1.54717e-17	-1.86955	9906.04
208.967	-1.86354e-16	105.16	-130.739	-0.770653	826.133	2.06296e-10	0.293569	-6.41011e-05	7.85013e-21	0	2.7941	-1.54717e-17	-1.94946	10373
209.985	-1.91956e-16	104.435	-130.416	-0.774575	830.42	2.3515e-10	0.289637	-7.92497e-05	9.70529e-21	0	2.7941	-1.54717e-17	-2.02946	10830.3
210.989	-1.97472e-16	103.691	-130.058	-0.778049	834.766	2.69441e-10	0.28573	-9.81723e-05	1.20226e-20	0	2.7941	-1.54717e-17	-2.10912	11276.7
211.98	-2.02902e-16	102.928	-129.668	-0.78111	839.172	3.10298e-10	0.281878	-0.000121791	1.4915e-20	0	2.7941	-1.54717e-17	-2.18798	11710.7
212.957	-2.08242e-16	102.149	-129.244	-0.783792	843.639	3.59087e-10	0.278116	-0.000151231	1.85203e-20	0	2.7941	-1.54717e-17	-2.26549	12130.9
213.922	-2.13492e-16	101.354	-128.789	-0.786132	848.165	4.17455e-10	0.27448	-0.000187861	2.30063e-20	0	2.7941	-1.54717e-17	-2.341	12536
214.873	-2.18648e-16	100.543	-128.303	-0.788162	852.751	4.87385e-10	0.271007	-0.000233331	2.85747e-20	0	2.7941	-1.54717e-17	-2.4138	12924.7
215.813	-2.23709e-16	99.7186	-127.788	-0.789916	857.395	5.71248e-10	0.267736	-0.000289608	3.54668e-20	0	2.7941	-1.54717e-17	-2.48313	13295.7
216.741	-2.28672e-16	98.8814	-127.245	-0.791424	862.095	6.71868e-10	0.264708	-0.000359027	4.39681e-20	0	2.7941	-1.54717e-17	-2.54814	13647.8
217.659	-2.33531e-16	98.0328	-126.675	-0.792717	866.848	7.92579e-10	0.261961	-0.000444318	5.44132e-20	0	2.7941	-1.54717e-17	-2.60796	13980
218.567	-2.38282e-16	97.1739	-126.08	-0.793819	871.649	9.37295e-10	0.259531	-0.000548645	6.71896e-20	0	2.7941	-1.54717e-17	-2.66176	14291.3
219.467	-2.42919e-16	96.3062	-125.462	-0.794758	876.494	1.11057e-09	0.257451	-0.000675631	8.2741e-20	0	2.7941	-1.54717e-17	-2.70875	14581.3
220.359	-2.47432e-16	95.431	-124.824	-0.795553	881.376	1.31766e-09	0.25575	-0.000829372	1.01568e-19	0	2.7941	-1.54717e-17	-2.7482	14849.3
221.245	-2.51812e-16	94.5495	-124.167	-0.796227	886.289	1.56454e-09	0.254451	-0.00101443	1.24232e-19	0	2.7941	-1.54717e-17	-2.77953	15095.2
222.127	-2.56045e-16	93.6633	-123.494	-0.796796	891.226	1.85799e-09	0.253569	-0.00123581	1.51343e-19	0	2.7941	-1.54717e-17	-2.80238	15319.1
223.005	-2.60117e-16	92.7735	-122.808	-0.797276	896.18	2.20557e-09	0.253114	-0.00149894	1.83566e-19	0	2.7941	-1.54717e-17	-2.81651	15521.4
223.88	-2.64008e-16	91.8814	-122.111	-0.797681	901.142	2.61564e-09	0.253086	-0.00180955	2.21606e-19	0	2.7941	-1.54717e-17	-2.82197	15702.8
224.755	-2.67698e-16	90.9884	-121.406	-0.798022	906.105	3.09731e-09	0.253476	-0.00217366	2.66196e-19	0	2.7941	-1.54717e-17	-2.81901	15864.2
225.63	-2.71162e-16	90.0955	-120.695	-0.79831	911.062	3.66047e-09	0.25427	-0.0025974	3.1809e-19	0	2.7941	-1.54717e-17	-2.8081	16006.9
226.506	-2.74373e-16	89.2037	-119.982	-0.798553	916.006	4.31566e-09	0.255447	-0.00308693	3.7804e-19	0	2.7941	-1.54717e-17	-2.78988	16132.6
227.384	-2.773e-16	88.3142	-119.269	-0.79876	920.931	5.07411e-09	0.256977	-0.00364826	4.46783e-19	0	2.7941	-1.54717e-17	-2.76518	16243
228.265	-2.7991e-16	87.4276	-118.559	-0.798935	925.832	5.94761e-09	0.258829	-0.00428712	5.25021e-19	0	2.7941	-1.54717e-17	-2.73492	16340.1
229.15	-2.82167e-16	86.5448	-117.853	-0.799084	930.704	6.94853e-09	0.260967	-0.0050088	6.13401e-19	0	2.7941	-1.54717e-17	-2.70006	16426.2
230.039	-2.84032e-16	85.6664	-117.155	-0.799212	935.544	8.08977e-09	0.263354	-0.00581799	7.12498e-19	0	2.7941	-1.54717e-17	-2.6616	16503.6
230.933	-2.85465e-16	84.7928	-116.465	-0.799322	940.349	9.3848e-09	0.26595	-0.00671867	8.22801e-19	0	2.7941	-1.54717e-17	-2.62054	16574.9
231.833	-2.86424e-16	83.9244	-115.785	-0.799418	945.119	1.08477e-08	0.268718	-0.00771395	9.44687e-19	0	2.7941	-1.54717e-17	-2.57779	16642.5
232.737	-2.86866e-16	83.0615	-115.116	-0.799502	949.851	1.24932e-08	0.271622	-0.00880598	1.07843e-18	0	2.7941	-1.54717e-17	-2.53422	16709
233.646	-2.86745e-16	82.204	-114.46	-0.799577	954.547	1.4337e-08	0.274626	-0.0099958	1.22414e-18	0	2.7941	-1.54717e-17	-2.49061	16776.9
234.561	-2.86018e-16	81.352	-113.818	-0.799643	959.206	1.63957e-08	0.277698	-0.0112835	1.38184e-18	0	2.7941	-1.54717e-17	-2.44765	16848.6
235.481	-2.8464e-16	80.5053	-113.189	-0.799704	963.83	1.86871e-08	0.280809	-0.0126679	1.55137e-18	0	2.7941	-1.54717e-17	-2.40589	16926.4
236.405	-2.82567e-16	79.6637	-112.575	-0.799759	968.42	2.12309e-08	0.283933	-0.0141464	1.73243e-18	0	2.7941	-1.54717e-17	-2.36583	17012.3
237.333	-2.79754e-16	78.8268	-111.975	-0.79981	972.978	2.4048e-08	0.287045	-0.0157154	1.92459e-18	0	2.7941	-1.54717e-17	-2.32786	17108.5
238.266	-2.76162e-16	77.9941	-111.389	-0.799858	977.507	2.71624e-08	0.290125	-0.0173702	2.12722e-18	0	2.7941	-1.54717e-17	-2.29228	17216.5
239.201	-2.7175e-16	77.1653	-110.817	-0.799901	982.007	3.06e-08	0.293154	-0.0191042	2.33959e-18	0	2.7941	-1.54717e-17	-2.25932	17337.8
240.14	-2.66481e-16	76.3397	-110.259	-0.799942	986.482	3.43903e-08	0.296117	-0.0209102	2.56076e-18	0	2.7941	-1.54717e-17	-2.22911	17473.5
241.081	-2.60323e-16	75.5167	-109.715	-0.799979	990.934	3.85664e-08	0.299	-0.0227791	2.78963e-18	0	2.7941	-1.54717e-17	-2.20175	17624.6
242.023	-2.53245e-16	74.6957	-109.183	-0.800014	995.365	4.31654e-08	0.301791	-0.0247007	3.02497e-18	0	2.7941	-1.54717e-17	-2.17726	17791.6
242.967	-2.45222e-16	73.8762	-108.664	-0.800045	999.778	4.82294e-08	0.30448	-0.0266635	3.26534e-18	0	2.7941	-1.54717e-17	-2.1556	17974.5
243.912	-2.36236e-16	73.0574	-108.156	-0.800074	1004.17	5.38062e-08	0.307058	-0.0286543	3.50914e-18	0	2.7941	-1.54717e-17	-2.1367	18173.5
244.856	-2.26273e-16	72.2388	-107.659	-0.800101	1008.56	5.99495e-08	0.309518	-0.0306587	3.75462e-18	0	2.7941	-1.54717e-17	-2.12044	18387.7
245.801	-2.15327e-16	71.4199	-107.172	-0.800126	1012.93	6.67207e-08	0.311851	-0.032661	3.99982e-18	0	2.7941	-1.54717e-17	-2.10667	18616.6
246.744	-2.034e-16	70.6001	-106.694	-0.800151	1017.28	7.41886e-08	0.314054	-0.034644	4.24267e-18	0	2.7941	-1.54717e-17	-2.09518	18858.7
247.687	-1.90502e-16	69.7791	-106.224	-0.800174	1021.63	8.24314e-08	0.316121	-0.0365895	4.48092e-18	0	2.7941	-1.54717e-17	-2.08578	19112.7
248.628	-1.76654e-16	68.9564	-105.762	-0.800198	1025.98	9.15371e-08	0.318047	-0.0384782	4.71221e-18	0	2.7941	-1.54717e-17	-2.0782	19376.5
249.568	-1.61884e-16	68.1318	-105.307	-0.800222	1030.31	1.01605e-07	0.319828	-0.0402899	4.93408e-18	0	2.7941	-1.54717e-17	-2.07222	19648.3
250.505	-1.46236e-16	67.3052	-104.857	-0.800247	1034.64	1.12747e-07	0.321463	-0.0420041	5.14401e-18	0	2.7941	-1.54717e-17	-2.06754	19925.6
251.441	-1.29759e-16	66.4765	-104.413	-0.800274	1038.97	1.25089e-07	0.322947	-0.0436002	5.33948e-18	0	2.7941	-1.54717e-17	-2.0639	20206
252.375	-1.12516e-16	65.6456	-103.974	-0.800303	1043.29	1.38771e-07	0.324279	-0.0450579	5.518e-18	0	2.7941	-1.54717e-17	-2.06102	20486.8
253.307	-9.45831e-17	64.8128	-103.54	-0.800335	1047.61	1.53951e-07	0.325458	-0.0463577	5.67718e-18	0	2.7941	-1.54717e-17	-2.05862	20765.3
254.238	-7.60428e-17	63.9783	-103.108	-0.80037	1051.93	1.70806e-07	0.326484	-0.0474816	5.81483e-18	0	2.7941	-1.54717e-17	-2.05644	21039.1
255.167	-5.69898e-17	63.1424	-102.68	-0.80041	1056.24	1.8953e-07	0.327358	-0.0484135	5.92895e-18	0	2.7941	-1.54717e-17	-2.05425	21305.4
256.096	-3.75267e-17	62.3055	-102.255	-0.800453	1060.56	2.10343e-07	0.328079	-0.0491396	6.01787e-18	0	2.7941	-1.54717e-17	-2.05181	21562.1
257.024	-1.77633e-17	61.4682	-101.833	-0.800502	1064.87	2.33488e-07	0.328651	-0.0496493	6.08029e-18	0	2.7941	-1.54717e-17	-2.04894	21807
257.952	2.1852e-18	60.6309	-101.413	-0.800557	1069.17	2.59233e-07	0.329077	-0.0499351	6.11528e-18	0	2.7941	-1.54717e-17	-2.04547	22038.3
258.881	2.22001e-17	59.7943	-100.995	-0.800617	1073.48	2.87876e-07	0.329359	-0.0499931	6.12238e-18	0	2.7941	-1.54717e-17	-2.04127	22254.6
259.811	4.21616e-17	58.959	-100.58	-0.800684	1077.78	3.19746e-07	0.329502	-0.0498234	6.1016e-18	0	2.7941	-1.54717e-17	-2.03628	22455
260.742	6.19504e-17	58.1257	-100.166	-0.800758	1082.08	3.55207e-07	0.329514	-0.0494297	6.05339e-18	0	2.7941	-1.54717e-17	-2.0304	22638.7
261.676	8.14505e-17	57.295	-99.7546	-0.800839	1086.37	3.94658e-07	0.329397	-0.0488196	5.97867e-18	0	2.7941	-1.54717e-17	-2.02367	22805.9
262.613	1.00551e-16	56.4675	-99.345	-0.800928	1090.66	4.38541e-07	0.32916	-0.0480036	5.87875e-18	0	2.7941	-1.54717e-17	-2.01609	22956.6
263.553	1.19148e-16	55.6438	-98.9375	-0.801025	1094.95	4.87343e-07	0.328808	-0.0469959	5.75534e-18	0	2.7941	-1.54717e-17	-2.00774	23091.6
264.498	1.37145e-16	54.8246	-98.532	-0.801129	1099.22	5.41599e-07	0.328351	-0.0458127	5.61044e-18	0	2.7941	-1.54717e-17	-1.99868	23212.2
265.446	1.54457e-16	54.0102	-98.1287	-0.801241	1103.5	6.019e-07	0.327795	-0.0444725	5.4463e-18	0	2.7941	-1.54717e-17	-1.98904	23319.6
266.399	1.7101e-16	53.201	-97.7275	-0.801361	1107.77	6.68898e-07	0.327148	-0.0429949	5.26535e-18	0	2.7941	-1.54717e-17	-1.97897	23415.8
267.356	1.86738e-16	52.3975	-97.3285	-0.801489	1112.03	7.43312e-07	0.326417	-0.0414007	5.07012e-18	0	2.7941	-1.54717e-17	-1.9686	23502.7
268.319	2.01591e-16	51.6	-96.9317	-0.801625	1116.28	8.2594e-07	0.325611	-0.0397107	4.86316e-18	0	2.7941	-1.54717e-17	-1.9581	23582.5
269.286	2.15527e-16	50.8084	-96.5372	-0.801768	1120.53	9.17663e-07	0.324737	-0.0379456	4.647e-18	0	2.7941	-1.54717e-17	-1.94761	23657.5
270.259	2.28517e-16	50.0231	-96.145	-0.801919	1124.77	1.01946e-06	0.323803	-0.0361256	4.42411e-18	0	2.7941	-1.54717e-17	-1.93732	23729.9
271.236	2.40542e-16	49.244	-95.7549	-0.802077	1129.01	1.13242e-06	0.322815	-0.0342695	4.1968e-18	0	2.7941	-1.54717e-17	-1.92737	23802.3
272.218	2.51592e-16	48.471	-95.3671	-0.802242	1133.24	1.25775e-06	0.32178	-0.0323951	3.96725e-18	0	2.7941	-1.54717e-17	-1.91791	23876.7
273.205	2.61669e-16	47.704	-94.9813	-0.802415	1137.47	1.3968e-06	0.320705	-0.0305187	3.73746e-18	0	2.7941	-1.54717e-17	-1.90908	23955.2
274.197	2.70778e-16	46.9429	-94.5975	-0.802594	1141.69	1.5511e-06	0.319597	-0.028655	3.50923e-18	0	2.7941	-1.54717e-17	-1.90099	24039.9
275.193	2.78936e-16	46.1873	-94.2155	-0.80278	1145.9	1.72232e-06	0.31846	-0.0268169	3.28413e-18	0	2.7941	-1.54717e-17	-1.89376	24132.6
276.193	2.86162e-16	45.437	-93.8351	-0.802973	1150.12	1.91238e-06	0.317301	-0.025016	3.06358e-18	0	2.7941	-1.54717e-17	-1.88746	24234.9
277.196	2.92482e-16	44.6916	-93.4561	-0.803172	1154.32	2.1234e-06	0.316124	-0.0232618	2.84875e-18	0	2.7941	-1.54717e-17	-1.88217	24348
278.203	2.97926e-16	43.9508	-93.0782	-0.803378	1158.53	2.3578e-06	0.314936	-0.0215625	2.64065e-18	0	2.7941	-1.54717e-17	-1.87795	24473.2
279.213	3.02528e-16	43.2141	-92.7011	-0.80359	1162.73	2.61826e-06	0.313739	-0.019925	2.4401e-18	0	2.7941	-1.54717e-17	-1.87481	24611.4
280.225	3.06324e-16	42.4812	-92.3246	-0.803808	1166.94	2.90783e-06	0.31254	-0.0183545	2.24777e-18	0	2.7941	-1.54717e-17	-1.8728	24763.3
281.24	3.0935e-16	41.7515	-91.9483	-0.804032	1171.14	3.22997e-06	0.311341	-0.0168551	2.06416e-18	0	2.7941	-1.54717e-17	-1.87189	24929.2
282.257	3.11647e-16	41.0248	-91.5718	-0.804262	1175.34	3.58854e-06	0.310147	-0.0154301	1.88964e-18	0	2.7941	-1.54717e-17	-1.87209	25109.5
283.276	3.13254e-16	40.3005	-91.1948	-0.804497	1179.54	3.98792e-06	0.308963	-0.0140813	1.72446e-18	0	2.7941	-1.54717e-17	-1.87332	25303.9
284.296	3.14212e-16	39.5782	-90.8169	-0.804735	1183.75	4.43306e-06	0.307792	-0.01281	1.56877e-18	0	2.7941	-1.54717e-17	-1.87559	25512.7
285.317	3.14561e-16	38.8575	-90.4376	-0.804976	1187.95	4.92955e-06	0.306638	-0.0116164	1.4226e-18	0	2.7941	-1.54717e-17	-1.8788	25735
286.34	3.1434e-16	38.1381	-90.0567	-0.805217	1192.16	5.4837e-06	0.305504	-0.0105002	1.2859e-18	0	2.7941	-1.54717e-17	-1.88288	25970.6
287.363	3.13589e-16	37.4196	-89.6737	-0.805454	1196.38	6.10263e-06	0.304396	-0.00946052	1.15858e-18	0	2.7941	-1.54717e-17	-1.88776	26218.6
288.386	3.12346e-16	36.7017	-89.2883	-0.805682	1200.59	6.7944e-06	0.303316	-0.00849583	1.04043e-18	0	2.7941	-1.54717e-17	-1.89332	26478.1
289.409	3.10648e-16	35.984	-88.9002	-0.805898	1204.81	7.56807e-06	0.302268	-0.00760419	9.31246e-19	0	2.7941	-1.54717e-17	-1.89948	26748.3
290.433	3.08532e-16	35.2664	-88.5089	-0.806096	1209.04	8.4339e-06	0.301257	-0.00678329	8.30714e-19	0	2.7941	-1.54717e-17	-1.90609	27027.8
291.456	3.06032e-16	34.5485	-88.1142	-0.806274	1213.27	9.40341e-06	0.300286	-0.00603048	7.38521e-19	0	2.7941	-1.54717e-17	-1.91306	27315.6
292.479	3.0318e-16	33.8302	-87.7158	-0.806428	1217.5	1.04896e-05	0.299359	-0.00534283	6.54308e-19	0	2.7941	-1.54717e-17	-1.92025	27610.3
293.502	3.00009e-16	33.1114	-87.3136	-0.806559	1221.74	1.1707e-05	0.29848	-0.00471722	5.77693e-19	0	2.7941	-1.54717e-17	-1.92753	27910.5
294.524	2.96548e-16	32.3919	-86.9073	-0.806668	1225.99	1.30721e-05	0.297654	-0.00415035	5.0827e-19	0	2.7941	-1.54717e-17	-1.93475	28214.8
295.546	2.92824e-16	31.6717	-86.4968	-0.806758	1230.24	1.46032e-05	0.296883	-0.00363877	4.45621e-19	0	2.7941	-1.54717e-17	-1.94179	28521.8
296.567	2.88864e-16	30.9508	-86.082	-0.806832	1234.49	1.6321e-05	0.296171	-0.003179	3.89315e-19	0	2.7941	-1.54717e-17	-1.94852	28830
297.587	2.84692e-16	30.229	-85.6628	-0.806892	1238.75	1.82482e-05	0.295522	-0.00276751	3.38923e-19	0	2.7941	-1.54717e-17	-1.95478	29137.8
298.607	2.8033e-16	29.5066	-85.2392	-0.806942	1243.02	2.04106e-05	0.29494	-0.00240076	2.94008e-19	0	2.7941	-1.54717e-17	-1.96045	29443.9
299.627	2.75799e-16	28.7835	-84.8112	-0.806987	1247.29	2.28366e-05	0.294429	-0.00207527	2.54147e-19	0	2.7941	-1.54717e-17	-1.96539	29746.5
300.646	2.71118e-16	28.06	-84.379	-0.807029	1251.56	2.55577e-05	0.29399	-0.0017876	2.18917e-19	0	2.7941	-1.54717e-17	-1.96949	30044.4
301.665	2.66304e-16	27.3361	-83.9426	-0.807069	1255.83	2.86088e-05	0.293629	-0.00153444	1.87915e-19	0	2.7941	-1.54717e-17	-1.97261	30336
302.684	2.61373e-16	26.612	-83.5023	-0.807108	1260.11	3.20284e-05	0.293346	-0.00131259	1.60746e-19	0	2.7941	-1.54717e-17	-1.97466	30620.1
303.703	2.56337e-16	25.888	-83.0582	-0.807146	1264.39	3.58585e-05	0.293145	-0.00111899	1.37037e-19	0	2.7941	-1.54717e-17	-1.97553	30895.3
304.723	2.5121e-16	25.1643	-82.6107	-0.807186	1268.66	4.01454e-05	0.293028	-0.000950748	1.16433e-19	0	2.7941	-1.54717e-17	-1.97512	31160.2
305.742	2.46002e-16	24.4412	-82.1599	-0.807226	1272.94	4.49392e-05	0.292996	-0.000805154	9.86029e-20	0	2.7941	-1.54717e-17	-1.97336	31413.7
306.762	2.40723e-16	23.719	-81.7064	-0.807268	1277.22	5.02945e-05	0.293051	-0.000679671	8.32358e-20	0	2.7941	-1.54717e-17	-1.97017	31654.8
307.783	2.35381e-16	22.9979	-81.2505	-0.80731	1281.49	5.62697e-05	0.293193	-0.000571959	7.00448e-20	0	2.7941	-1.54717e-17	-1.96551	31882.5
308.806	2.29983e-16	22.2784	-80.7926	-0.807353	1285.76	6.29282e-05	0.293424	-0.000479867	5.87668e-20	0	2.7941	-1.54717e-17	-1.9593	32095.7
309.829	2.24535e-16	21.5608	-80.333	-0.807396	1290.02	7.03369e-05	0.293744	-0.000401434	4.91615e-20	0	2.7941	-1.54717e-17	-1.95153	32293.5
310.854	2.19042e-16	20.8454	-79.8725	-0.807438	1294.28	7.85667e-05	0.294151	-0.000334886	4.10118e-20	0	2.7941	-1.54717e-17	-1.94216	32475.3
311.881	2.13508e-16	20.1327	-79.4113	-0.80748	1298.53	8.76927e-05	0.294646	-0.00027863	3.41224e-20	0	2.7941	-1.54717e-17	-1.9312	32640.3
312.91	2.07936e-16	19.423	-78.9501	-0.80752	1302.77	9.77926e-05	0.295226	-0.000231243	2.8319e-20	0	2.7941	-1.54717e-17	-1.91864	32788
313.941	2.02329e-16	18.7167	-78.4893	-0.807559	1307	0.000108947	0.295891	-0.000191461	2.34472e-20	0	2.7941	-1.54717e-17	-1.90449	32917.7
314.975	1.9669e-16	18.0143	-78.0296	-0.807596	1311.22	0.000121238	0.296638	-0.000158175	1.93708e-20	0	2.7941	-1.54717e-17	-1.88876	33028.9
316.012	1.9102e-16	17.3162	-77.5714	-0.807632	1315.43	0.00013475	0.297465	-0.00013041	1.59706e-20	0	2.7941	-1.54717e-17	-1.87151	33121.6
317.052	1.85319e-16	16.6227	-77.1154	-0.807666	1319.63	0.000149566	0.298369	-0.000107318	1.31428e-20	0	2.7941	-1.54717e-17	-1.85275	33195.2
318.096	1.79589e-16	15.9343	-76.6621	-0.807698	1323.81	0.000165767	0.299346	-8.81684e-05	1.07975e-20	0	2.7941	-1.54717e-17	-1.83254	33249.4
319.143	1.73831e-16	15.2514	-76.212	-0.807728	1327.98	0.000183434	0.300394	-7.23279e-05	8.8576e-21	0	2.7941	-1.54717e-17	-1.81093	33284.2
320.193	1.68044e-16	14.5744	-75.7658	-0.807756	1332.13	0.000202642	0.301509	-5.92568e-05	7.25687e-21	0	2.7941	-1.54717e-17	-1.78797	33299.3
321.248	1.62229e-16	13.9038	-75.3238	-0.807783	1336.27	0.000223461	0.302685	-4.84953e-05	5.93896e-21	0	2.7941	-1.54717e-17	-1.76376	33294.9
322.307	1.56385e-16	13.2399	-74.8867	-0.807807	1340.4	0.000245952	0.30392	-3.96532e-05	4.85611e-21	0	2.7941	-1.54717e-17	-1.73831	33270.8
323.371	1.50513e-16	12.5832	-74.455	-0.807831	1344.5	0.000270169	0.305209	-3.24017e-05	3.96806e-21	0	2.7941	-1.54717e-17	-1.71174	33227.2
324.439	1.44613e-16	11.934	-74.029	-0.807852	1348.59	0.000296154	0.306547	-2.64643e-05	3.24095e-21	0	2.7941	-1.54717e-17	-1.68409	33164
325.512	1.38683e-16	11.2927	-73.6094	-0.807871	1352.66	0.000323936	0.30793	-2.161e-05	2.64646e-21	0	2.7941	-1.54717e-17	-1.65545	33081.6
326.59	1.32724e-16	10.6597	-73.1964	-0.807888	1356.71	0.000353529	0.309353	-1.76459e-05	2.16099e-21	0	2.7941	-1.54717e-17	-1.62586	32979.7
327.673	1.26735e-16	10.0354	-72.7905	-0.807903	1360.74	0.000384933	0.310811	-1.4412e-05	1.76497e-21	0	2.7941	-1.54717e-17	-1.59543	32859
328.761	1.20716e-16	9.42011	-72.3921	-0.807915	1364.75	0.00041813	0.3123	-1.1776e-05	1.44214e-21	0	2.7941	-1.54717e-17	-1.56422	32719.5
329.854	1.14667e-16	8.81424	-72.0014	-0.807925	1368.74	0.000453083	0.313815	-9.62856e-06	1.17916e-21	0	2.7941	-1.54717e-17	-1.53228	32561.4
330.953	1.08587e-16	8.2181	-71.6188	-0.807932	1372.72	0.000489737	0.315352	-7.87978e-06	9.64994e-22	0	2.7941	-1.54717e-17	-1.4997	32385.1
332.057	1.02477e-16	7.63203	-71.2446	-0.807937	1376.67	0.000528018	0.316904	-6.45587e-06	7.90616e-22	0	2.7941	-1.54717e-17	-1.46654	32190.9
333.167	9.63362e-17	7.05638	-70.8788	-0.80794	1380.6	0.00056783	0.31847	-5.29645e-06	6.48627e-22	0	2.7941	-1.54717e-17	-1.43283	31978.8
334.281	9.0165e-17	6.49145	-70.5218	-0.807942	1384.52	0.000609059	0.320042	-4.35214e-06	5.32984e-22	0	2.7941	-1.54717e-17	-1.39867	31749.7
335.402	8.39637e-17	5.93759	-70.1736	-0.807944	1388.41	0.000651572	0.321619	-3.58274e-06	4.38758e-22	0	2.7941	-1.54717e-17	-1.36409	31503.5
336.527	7.77332e-17	5.39517	-69.8344	-0.807944	1392.29	0.000695216	0.323195	-2.95546e-06	3.6194e-22	0	2.7941	-1.54717e-17	-1.32915	31240.5
337.657	7.14754e-17	4.86458	-69.5044	-0.807945	1396.14	0.000739814	0.324766	-2.44373e-06	2.99271e-22	0	2.7941	-1.54717e-17	-1.29393	30961.7
338.792	6.51939e-17	4.34635	-69.1837	-0.807945	1399.98	0.000785167	0.326326	-2.02598e-06	2.48111e-22	0	2.7941	-1.54717e-17	-1.25848	30667.3
339.93	5.88954e-17	3.8412	-68.8725	-0.807945	1403.78	0.000831039	0.327873	-1.68476e-06	2.06323e-22	0	2.7941	-1.54717e-17	-1.22286	30357.8
